"Registro ANS";"CNPJ";"Razao Social";"Nome Fantasia";"Modalidade";"Logradouro";"Numero";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereco eletronico";"Representante";"Cargo Representante";"Data Registro ANS"
"357910";"01711582000187";"ASSOCIACAO DE SAUDE DOS POLICIAIS E BOMBEIROS MILITARES DO ESPIRITO SANTO";"ASPBMES";"Autogestao";"AVENIDA CARLOS MOREIRA LIMA";"648";"";"BENTO FERREIRA";"Vitoria";"ES";"29050672";"27";"30412803";"30412818";"aspmes@aspmes.com.br";"ROGERIO FERNANDES LIMA";"PRESIDENTE DA DIRETORIA EXECUTIVA";"29/12/1998"
"360783";"59007799000190";"ASSOCIACAO DE SAUDE HOLAMBRA";"ASSOCIACAO DE SAUDE HOLAMBRA";"Medicina de Grupo";"ALAMEDA MAURICIO DE NASSAU";"241";"CX  POSTAL: 130";"CENTRO";"Holambra";"SP";"13825000";"19";"38022049";"38022049";"ash@holnet.com.br";"GILBERTO GUILHERME JOSE WIGMAN";"PRESIDENTE";"03/02/1999"
"417530";"11939445000158";"ASSOCIACAO DE SAUDE PORTUGUESA DE BENEFICENCIA";"SAUDE BENEFICENCIA";"Medicina de Grupo";"RUA TIRADENTES";"293";"CJ 51 A 54 - LOTE 5A";"VILA ITAPURA";"Campinas";"SP";"13023190";"19";"35001500";"";"diretoria@saudebeneficencia.com.br";"ARLY DE LARA ROMEO";"REPRESENTANTE";"02/09/2010"
"393533";"12317012000123";"ASSOCIACAO DO FISCO DE ALAGOAS";"";"Autogestao";"RUA ARTUR VITAL DA SILVA";"58";"";"GRUTA DE LOURDES";"Maceio";"AL";"57052260";"82";"33383494";"33381846";"presidencia@asfal.com.br";"GUSTAVO DE ALBUQUERQUE CALHEIROS";"DIRETOR PRESIDENTE";"28/12/1998"
"420000";"15713057000105";"ASSOCIACAO DO PLANO DE SAUDE DA SANTA CASA DE MISERICORDIA DE ITABUNA - PLANSUL";"PLANSUL";"Medicina de Grupo";"RUA SANTA CRUZ";"s/n";"HOSPITAL MANOEL NOVAIS";"BAIRRO DE FATIMA";"Itabuna";"BA";"45603305";"73";"32143800";"32143801";"PLANSUL@PLANSUL.net";"CELSO ROBERTO DOS SANTOS";"GESTOR";"15/12/2015"
"418021";"13001218000102";"ASSOCIACAO DO PLANO DE SAUDE DA SANTA CASA DE SANTOS";"PLANO SANTA CASA SAUDE";"Medicina de Grupo";"RUA DR. ANTONIO BENTO";"162";"TERREO";"VILA MATHIAS";"Santos";"SP";"11075260";"13";"32110602";"";"supervisao@planoscs.com.br";"PAULO WIAZOWSKI FILHO";"DIRETOR ADMINISTRATIVO E FINANCEIRO";"20/04/2011"
"317632";"62635990000191";"ASSOCIACAO DOS AGENTES FISCAIS DE RENDAS DO ESTADO DE SAO PAULO- AFRESP";"ASSOCIACAO DOS AGENTES FISCAIS DE RENDAS DO EST. DE SP";"Autogestao";"AV. BRIGADEIRO LUIZ ANTONIO";"4843";"";"JARDIM PAULISTA";"Sao Paulo";"SP";"01401002";"01";"138868800";"138868886";"ans@afresp.org.br";"JANAINA CORAL ZACARCHENCO";"2a TESOUREIRA";"16/12/1998"
"387185";"34011288000111";"ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO";"AFRERJ";"Autogestao";"RUA SETE DE SETEMBRO";"55";"25 o ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20050004";"21";"35345555";"22525756";"amafrerj@afrerj.org.br";"ALOISIO DA CUNHA TAVARES";"PRESIDENTE";"16/12/1998"
"330281";"09306242000182";"ASSOCIACAO DOS AUDITORES FISCAIS DO ESTADO DA PARAIBA - AFRAFEP";"AFRAFEP - SAUDE";"Autogestao";"RUA CONSELHEIRO HENRIQUES";"45";"";"CENTRO";"Joao Pessoa";"PB";"58010690";"83";"30485640";"";"admin@afrafepsaude.com.br";"ELAINE CARVALHO CESAR FELIX";"PRESIDENTE";"22/12/1998"
"384704";"13170410000122";"ASSOCIACAO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITACAO E OBRAS PUBLICAS - ASSEC";"ASSEC";"Autogestao";"AV. ADELIA FRANCO";"3035";"";"DIA";"Aracaju";"SE";"49048010";"";"";"";"ans@assecsaude.com.br";"ROBERIO GOIS DOS SANTOS";"PRESIDENTE";"30/12/1998"
"382639";"92911056000116";"ASSOCIACAO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC";"AFISVEC - SAUDE";"Autogestao";"RUA URUGUAI";"155";"CONJ.1010";"CENTRO";"Porto Alegre";"RS";"90010140";"51";"32244922";"32244922";"saude@afisvec.org.br";"MARCELO RAMOS DE MELLO";"PRESIDENTE";"28/12/1998"
"306754";"00299149000113";"ASSOCIACAO DOS FUNCIONARIOS DO FISCO DO ESTADO DE GOIAS";"AFFEGO-SAUDE";"Autogestao";"RUA 83";"218";"QUADRA F-15, LOTE 26";"SETOR SUL";"Goiania";"GO";"74083020";"06";"230967600";"232185991";"walima@affego.com.br";"HUGO MARIA D'ASSUNCAO";"REPRESENTANTE";"23/12/1998"
"388092";"04503249000170";"ASSOCIACAO DOS FUNCIONARIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM";"AFFEAM SAUDE";"Autogestao";"RUA FRANCO DE SA";"812";"1o ANDAR";"SAO FRANCISCO";"Manaus";"AM";"69079210";"92";"36634380";"36113013";"affeamsaude@affeam.com.br";"DERCYVONE DA SILVA GOES";"PRESIDENTE";"31/12/1998"
"417599";"92741016000173";"ASSOCIACAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL";"AFPERGS";"Medicina de Grupo";"RUA DOS ANDRADAS";"846";"";"CENTRO";"Porto Alegre";"RS";"90020006";"51";"32841500";"";"najara.bandeira@afpergs.com.br";"EGYDIO FUCHS";"DIRETOR PRESIDENTE";"28/09/2010"
"343129";"13100755000100";"ASSOCIACAO DOS PROFESSORES UNIVERSITARIOS DA BAHIA";"APUB SAUDE";"Autogestao";"AV. ANTONIO CARLOS MAGALHAES";"3213";"EDIFICIO GOLDEN PLAZA,  SALA 405 a 408";"PARQUE BELA VISTA";"Salvador";"BA";"40280000";"71";"21039200";"32473381";"apubsaude@apubsaude.com.br";"LUIZ ALBERTO BASTOS PETITINGA";"PRESIDENTE DO CONSELHO DELIBERATIVO ";"28/12/1998"
"420093";"13083167000105";"ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM";"ASSEM";"Autogestao";"AV DOUTOR CARLOS RODRIGUES DA CRUZ";"401";"";"CAPUCHO";"Aracaju";"SE";"49081015";"79";"32593150";"32593150";"assem@assemse.com.br";"ELIAS FERNANDO GOES FELIPE";"PRESIDENTE";"14/04/2016"
"335754";"14799035000147";"ASSOCIACAO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA";"ASFEB";"Autogestao";"RUA DR. JOSE PEROBA";"149";"EDF ELDORADO 1o ANDAR SL: 101/102";"STIEP";"Salvador";"BA";"41770235";"71";"22012205";"33417182";"coordennacaomedica@asfeb.org.br";"CLEUDES CERQUEIRA DE FREITAS";"PRESIDENTE";"23/12/1998"
"309028";"29167970000168";"ASSOCIACAO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO";"ASSIST";"Medicina de Grupo";"RUA SENADOR DANTAS";"117";"SALA 316";"CENTRO";"Rio de Janeiro";"RJ";"20031911";"02";"122106325";"122106325";"assist@assist.org.br";"GERALDO DA COSTA LEITE";"DIRETOR PRESIDENTE";"19/01/1999"
"419591";"20160828000114";"ASSOCIACAO DOS SERVIDORES PUBLICOS DA ADMINISTRACAO DIRETA DO GOVERNO DO ESTADO DO PARA - ASPARA";"ASPARA";"Autogestao";"AVENIDA SENADOR LEMOS";"904";"";"UMARIZAL";"Belem";"PA";"66050000";"91";"32251521";"";"ASPARA@ASPARA.COM.BR";"GERALDO HENRIQUE DE OLIVEIRA NOGUEIRA";"PRESIDENTE";"21/10/2014"
"342556";"87547444000120";"ASSOCIACAO DR. BARTHOLOMEU TACCHINI";"PLANO DE SAUDE TACCHIMED";"Filantropia";"RUA JOSE MARIO MONACO";"358";"";"CENTRO";"Bento Goncalves";"RS";"95700068";"54";"34554333";"34554333";"tacchimed@tacchini.com.br";"HILTON ROESE MANCIO";"SUPERINTENDENTE";"22/12/1998"
"326755";"78613841000161";"ASSOCIACAO EVANGELICA BENEFICENTE DE LONDRINA";"ASSOCIACAO EVANGELICA BENEFICENTE DE LONDRINA";"Filantropia";"AV. BANDEIRANTES";"618";"";"JD. LONDRILAR";"Londrina";"PR";"86015900";"43";"33781000";"33241315";"planohospitalar@planohospitalar.org.br";"LINCOLN VIEIRA MAGALHAES";"REPRESENTANTE LEGAL";"22/12/1998"
"422053";"33922160000147";"ASSOCIACAO FCA SAUDE";"STELLANTIS SAUDE PE/PB";"Autogestao";"AV CONTORNO";"3455";"GALPAO 6 ANDAR 2 PARTE B";"DISTR IND PAULO CAMILO SUL";"Betim";"MG";"32669900";"31";"34023812";"";"pepb.fcasaude@fcagroup.com";"CRISTIANE DE OLIVEIRA ROQUE PAIXAO";"Diretora";"03/12/2019"
"416584";"08883265000197";"ASSOCIACAO FUNDO DE PROTECAO A SAUDE";"FUPS";"Autogestao";"RUA FIORAVANTE JOAO FERRI";"99";"";"JARDIM ALVORADA";"Campo Mourao";"PR";"87308445";"";"";"";"fups@fups.com.br";"MAYARA DE OLIVERA RODRIGUES";"REPRESENTANTE";"07/03/2008"
"402206";"02220135000198";"ASSOCIACAO GOIANA DO MINISTERIO PUBLICO";"AGMP";"Autogestao";"RUA T-29 C/ T-9";"1758";"";"SETOR BUENO";"Goiania";"GO";"74215050";"62";"32856660";"32511798";"informatica@agmp.org.br";"VALERIA CRISTINA DE PAULA MAGALHAES";"DIRETORA GERAL";"17/03/1999"
"421618";"30724638000136";"ASSOCIACAO HOSPITAL SAUDE DE VARGEM GRANDE DO SUL";"HOSPITAL SAUDE";"Medicina de Grupo";"Praca Nossa Senhora Aparecida";"61";"Sala 01";"Nossa Senhora Aparecida";"Vargem Grande do Sul";"SP";"13880000";"19";"36419300";"";"associacaohsvgsul@gmail.com";"JAIR SPOSITO GABRICHO";"PRESIDENTE";"08/04/2019"
"419150";"15323270000100";"ASSOCIACAO MAIS SAUDE SANTA CASA DE SAO JOAO DA BOA VISTA";"MAIS SAUDE SANTA CASA";"Medicina de Grupo";"RUA CONSELHEIRO ANTONIO PRADO";"301";"";"CENTRO";"Sao Joao da Boa Vista";"SP";"13870250";"19";"36344440";"";"DIRETORIA@MAISSAUDESANTACASA.COM.BR";"MARCOS CESAR CASTILHO";"PRESIDENTE";"22/10/2013"
"418854";"15787592000100";"ASSOCIACAO METROPOLITANA DE ASSISTENCIA A SAUDE";"";"Medicina de Grupo";"RUA PEDRO JOSE SENGER";"577";"";"VILA HARO";"Sorocaba";"SP";"18015000";"15";"34118375";"34118375";"ADMINISTRACAO@STASAUDE.COM.BR";"JOSE ROBELIO BELOTE";"DIRETOR EXECUTIVO";"02/05/2013"
"417211";"11177786000133";"ASSOCIACAO MINEIRA DE ASSISTENCIA A SAUDE DOS MEMBROS DO MINISTERIO PUBLICO";"AMMP SAUDE";"Autogestao";"RUA TIMBIRAS";"2928";"3o ANDAR";"BARRO PRETO";"Belo Horizonte";"MG";"30140062";"31";"21054878";"25326391";"saude@ammpsaude.org.br";"FABRICIO MARQUES FERRAGINI";"DIRETOR DE SAUDE";"09/04/2010"
"420158";"23869306000184";"ASSOCIACAO PADRE ALBINO SAUDE";"PADRE ALBINO SAUDE";"Medicina de Grupo";"RUA BELEM";"423";"";"CENTRO";"Catanduva";"SP";"15800280";"17";"33113716";"";"ADMINISTRACAO@PADREALBINOSAUDE.COM.BR";"ROSA VICENTE HERNANDEZ";"DIRETORA EXECUTIVA";"06/07/2016"
"420816";"25141173000150";"ASSOCIACAO PADRE PIO PLANOS DE SAUDE";"PADRE PIO PLANOS DE SAUDE";"Medicina de Grupo";"Rua Jose Antunes Azevedo Filho";"70";"";"Jardim Nova Italia";"Limeira";"SP";"13484401";"19";"34467711";"";"plano.pe.pio@humanitaria.com.br";"CESAR LUIS DERMONDE";"Diretor Presidente";"09/06/2017"
"418617";"12049486000131";"ASSOCIACAO PARANAENSE DE ASSISTENCIA A SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANA";"PROMED";"Autogestao";"RUA MATEUS LEME";"2018";"2o ANDAR";"CENTRO CIVICO";"Curitiba";"PR";"80530010";"41";"33522855";"33522855";"superintendencia@promedpr.org.br";"ANDRE TIAGO PASTERNAK GLITZ";"PRESIDENTE";"08/10/2012"
"422631";"39427632000171";"ASSOCIACAO PETROBRAS DE SAUDE - APS";"";"Autogestao";"Avenida Republica do Chile";"65";"Sala 302";"Centro";"Rio de Janeiro";"RJ";"20031170";"21";"36292187";"";"carlos.gomes@saudepetrobras.com.br";"CARLOS ALBERTO SIQUEIRA GOMES";"Diretor de Administracao ";"28/01/2021"
"419974";"19512026000147";"ASSOCIACAO PLAME DE SAUDE";"PLAMESC- PLANO MEDICO SANTA CASA";"Medicina de Grupo";"RUA SAO SEBASTIAO";"32";"";"CENTRO";"Barra Mansa";"RJ";"27345480";"24";"33233775";"";"plamesc@plamesc.com.br";"JAIR FUSCO";"DIRETOR ADMINISTRATIVO";"18/11/2015"
"419958";"20961779000119";"ASSOCIACAO PLANO DE SAUDE SANTA CASA DE VALINHOS";"PSC SAUDE - ASSISTENCIA MEDICA  ";"Medicina de Grupo";"AV. ONZE DE AGOSTO";"1451";"6o ANDAR - EDIFICIO ELLOPAR";"JARDIM RIBEIRO";"Valinhos";"SP";"13270190";"";"";"";"tais@planosantacasadevalinhos.com.br";"CELSO BELTRAMINI";"PRESIDENTE";"09/11/2015"
"409413";"00444803000135";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE";"APAS FERNANDOPOLIS";"Autogestao";"AV. LIBERO DE ALMEIDA SILVARES";"3014";"";"COESTER";"Fernandopolis";"SP";"15603087";"17";"34628371";"";"gerencia@apasfernandopolis.com";"IVAN CESAR BELENTANI";"PRESIDENTE";"27/10/1999"
"406937";"57272510000135";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE";"APAS/MARILIA";"Autogestao";"RUA RIO GRANDE DO SUL";"121";"CASA";"CENTRO";"Marilia";"SP";"17509130";"14";"34020870";"34331313";"apasmari@terra.com.br";"EDVALDO COEV";"PRESIDENTE";"04/08/1999"
"410128";"71559272000174";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE";"APAS SAUDE SOROCABA";"Autogestao";"RUA CONDE D'EU";"292";"";"VILA BOA VISTA";"Sorocaba";"SP";"18030040";"15";"33317092";"";"contato@apas-sorocaba.com.br";"WASHINGTON LUIZ GAIOTTO";"PRESIDENTE";"30/11/1999"
"406813";"59766105000107";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE";"APAS ANDRADINA";"Autogestao";"RUA SAO PAULO";"757";"";"CENTRO";"Andradina";"SP";"16901009";"18";"37224315";"37224315";"apas@apasandradina.com.br";"ANDRE LUIZ CALDEIRA";"DIRETOR PRESIDENTE";"06/08/1999"
"409405";"00642842000147";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE - VALE DO RIBEIRA";"APAS VALE  DO RIBEIRA";"Autogestao";"RUA SHITIRO MAEJI";"619";"";"CENTRO";"Registro";"SP";"11900000";"13";"38211083";"38211083";"apasrgt@terra.com.br";"EVERALDO FIGUEIREDO CALEGARI";"PRESIDENTE";"26/10/1999"
"410110";"00034259000153";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DA BAIXADA SANTISTA";"APAS BAIXADA SANTISTA";"Autogestao";"RUA CARVALHO DE MENDONCA";"335";"";"VILA BELMIRO";"Santos";"SP";"11070101";"13";"32265000";"32265000";"apas@apassantos.com.br";"RENATO PAULO NICOLACI FINCATTI";"DIRETOR PRESIDENTE";"03/11/1999"
"414212";"59762062000183";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ARACATUBA (APAS)";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ARACATUBA";"Autogestao";"RUA RIO DE JANEIRO";"120";"CASA";"VILA MENDONCA";"Aracatuba";"SP";"16015150";"18";"36235389";"";"apas.administrativo@apasaracatuba.com.br";"PAULO AUGUSTO LEITE MOTOOKA";"DIRETOR-PRESIDENTE";"28/08/2001"
"407569";"72916364000127";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE BARRETOS";"APAS- BARRETOS";"Autogestao";"AVENIDA 23";"1337";"";"CENTRO";"Barretos";"SP";"14780320";"17";"33229844";"33225133";"apasbarretos@terra.com.br";"ANTONIO ALVES";"DIRETOR PRESIDENTE";"20/08/1999"
"406945";"00147571000153";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE BAURU";"APAS BAURU";"Autogestao";"RUA MARIA JOSE";"1-71";"QUADRA 1";"CENTRO";"Bauru";"SP";"17015440";"14";"32145500";"32145501";"apas@apasbauru.com.br";"BENEDITO ROBERTO MEIRA";"DIRETOR PRESIDENTE";"04/08/1999"
"408093";"66493339000185";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU";"APAS-BOTUCATU";"Autogestao";"RUA PRUDENTE DE MORAES";"217";"";"CENTRO";"Botucatu";"SP";"18602060";"14";"38155199";"38155199";"apasbtu@terra.com.br";"ALEKSANDER TOALDO LACERDA";"DIRETOR PRESIDENTE";"14/09/1999"
"408026";"00665690000106";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE DRACENA";"APAS DE DRACENA";"Autogestao";"RUA PRINCESA ISABEL";"1215";"";"CENTRO";"Dracena";"SP";"17900000";"18";"38213990";"38213997";"apasdrac@terra.com.br";"CLAUDINE DE OLIVEIRA CRESPO";"PRESIDENTE";"06/09/1999"
"406635";"71565659000133";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA";"APAS/ITAPETININGA";"Autogestao";"RUA DR. COUTINHO";"524";"";"CENTRO";"Itapetininga";"SP";"18200358";"15";"34721800";"";"contato@apasitapetininga.com.br";"MOISES MACHADO DE CAMPOS";"REPRESENTANTE";"21/07/1999"
"408034";"66491036000123";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE JAU";"APAS-JAU";"Autogestao";"RUA DR JOAO LEITE";"652";"";"CENTRO";"Jau";"SP";"17201090";"01";"436214846";"436214846";"contato@apasjau.com.br";"DANIEL FARIAS";"PRESIDENTE";"08/09/1999"
"410608";"00200720000109";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS)";"APAS - PRESIDENTE PRUDENTE";"Autogestao";"RUA PIONEIRO JOSE LORENCETE";"420";"";"JARDIM BONGIOVANI";"Presidente Prudente";"SP";"19050350";"";"";"";"apas@apasprudente.com.br";"FLAVIO DE OLIVEIRA MARTINEZ";"DIRETOR PRESIDENTE";"27/01/2000"
"411248";"00648506000101";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE VENCESLAU";"APAS/PV";"Autogestao";"RUA DUQUE DE CAXIAS";"333";"";"CENTRO";"Presidente Venceslau";"SP";"19400000";"18";"32713230";"32713322";"contato@apaspv.com.br";"ADAILTON PEDROSA";"PRESIDENTE";"08/05/2000"
"408794";"72918287000144";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE RIBEIRAO PRETO (APAS)";"APAS ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE RIBEIRAO PRETO";"Autogestao";"RUA FLORIANO PEIXOTO";"1491";"";"JARDIM SUMARE";"Ribeirao Preto";"SP";"14025388";"16";"35055000";"35055000";"apasrp@apasrp.com.br";"CARLOS DO AMARAL";"PRESIDENTE";"07/10/1999"
"408263";"71753297000104";"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE SAO JOAO DA BOA VISTA";"APAS - ASSOCIACAO POLICIAL DE ASSISTECIA A SAUDE SJBVISTA";"Autogestao";"AV. PRESIDENTE JOAO BELCHIOR MARQUES GOU";"401";"";"PARQUE NACOES ";"Sao Joao da Boa Vista";"SP";"13870579";"19";"36331494";"36338415";"apas.sjoao@uol.com.br";"CELSO AUGUSTO LUCIO ";"DIRETOR PRESIDENTE";"15/09/1999"
"407097";"00490723000116";"ASSOCIACAO POLICIAL MILITAR DE ASSISTENCIA A SAUDE";"APOMAS";"Autogestao";"PRACA FELICIO TONELLO";"164";"";"VILA RODRIGUES";"Catanduva";"SP";"15801321";"17";"35252353";"35252353";"apomas.cat@uol.com.br";"LUIZ CESAR CESTE";"DIRETOR PRESIDENTE";"11/08/1999"
"420786";"24807514000111";"ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI";"SANTA CASA CLINICAS";"Medicina de Grupo";"RUA MAESTRO ANTONIO PASSARELI";"208";"";"CENTRO";"Birigui";"SP";"16200004";"18";"36496620";"";"bruni@santacasaclinicas.com.br";"MARCOS ANTONIO VICENTINE";"DIRETOR PRESIDENTE";"27/03/2017"
"418803";"16665579000141";"ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA";"SANTA CASA SAUDE DE ARACATUBA";"Medicina de Grupo";"RUA OSCAR RODRIGUES ALVES";"1092";"";"VILA MENDONcA";"Aracatuba";"SP";"16015030";"18";"36072720";"";"SCSAUDEGERENCIA@TERRA.COM.BR";"FABIO JOSE BLAYA MARTINEZ";"GERENTE ADMINISTRATIVO";"25/03/2013"
"419249";"18321477000134";"ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS CAMPOS";"SANTA CASA SAUDE";"Medicina de Grupo";"AVENIDA DOUTOR JOAO GUILHERMINO";"465";"";"CENTRO";"Sao Jose dos Campos";"SP";"12210130";"12";"38769000";"38769015";"SANTACASASAUDE@SANTACASASAUDESJC.COM.BR";"IVA MOLINA ";"DIRETOR EXECUTIVO PRESIDENTE";"08/01/2014"
"419141";"14946109000120";"ASSOCIACAO SAO FRANCISCO VIDA";"SAO FRANCISCO VIDA";"Medicina de Grupo";"RUA GENERAL CARNEIRO";"471";"";"CENTRO";"Jacarei";"SP";"12308061";"12";"39559595";"39559595";"ans@sfvida.com.br";"PEDRO GUIMARAES";"DIRETOR SUPERINTENDENTE";"15/10/2013"
"421006";"27067508000163";"ASSOCIACAO SAO LUIZ SAUDE";"SAO LUIZ SAUDE";"Medicina de Grupo";"RUA CORONEL ANDRE ULSON JUNIOR";"248";"";"CENTRO";"Araras";"SP";"13600690";"19";"35412107";"";"gerenciasls@iscma.com.br";"REGIS ROBERTO OLIVERIO";"ADMINISTRADOR";"29/09/2017"
"330892";"02903477000102";"ASSOCIACAO SAUDE CONCEICAO";"SAUDE CONCEICAO";"Medicina de Grupo";"RUA VIDAL RAMOS";"299";"SALA 01";"CENTRO";"Tubarao";"SC";"88701140";"48";"36317178";"36317178";"saudeconceicao@saudeconceicao.org.br";"BEATRIZ HOBOLD";"DIRETORA PRESIDENTE";"24/12/1998"
"418218";"11336728000105";"ASSOCIACAO SAUDE RURAL ALEGRETE";"SAUDE RURAL";"Medicina de Grupo";"RUA GENERAL VITORINO";"156";"SALA A";"CENTRO";"Alegrete";"RS";"97542310";"55";"34212802";"";"saude.rural@sauderural.com.br";"PEDRO PIRES PIFFERO";"PRESIDENTE";"13/09/2011"
"418919";"11867361000156";"ASSOCIACAO SAUDE SAO JOSE";"SAUDE SAO JOSE";"Medicina de Grupo";"RUA MARECHAL DEODORO";"382";"TERREO";"CENTRO";"Criciuma";"SC";"88801110";"48";"34333338";"34336242";"PLANO@SSJOSE.COM.BR";"MARIA FELICITA HENZ";"PRESIDENTE";"13/06/2013"
"417220";"10796140000171";"ASSOCIACAO SERVICOS ODONTOLOGICOS DA INDUSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA";"ODONTOINDUSTRIA";"Odontologia de Grupo";"RUA ALVARES MACIEL";"59";"11o ANDAR";"SANTA EFIGENIA";"Belo Horizonte";"MG";"30150250";"31";"32634600";"";"lramalho@fiemg.com.br";"LEONARDO SOUZA RAMALHO";"REPRESENTANTE";"09/04/2010"
"333867";"89761670000134";"ASSOCIACAO UNISAUDE MARAU";"UNISAUDE";"Medicina de Grupo";"AVENIDA JULIO BORELLA";"1240";"CONJUNTO 406";"CENTRO";"Marau";"RS";"99150000";"54";"33422179";"33428002";"gerencia@unisaudemarau.com.br";"RUDIMAR LUIS RODEGHERO";"DIRETOR GERAL";"31/12/1998"
"420123";"23557177000199";"ASSOCIACAO UNIVIDA SANTA RITA DO PASSA QUATRO";"ASSOCIACAO UNIVIDA";"Medicina de Grupo";"RUA INACIO RIBEIRO";"295";"LATERAL MARECHAL DEODORO, No 1064";"CENTRO";"Santa Rita do Passa Quatro";"SP";"13670000";"19";"35823259";"";"gerencia@unividaplanodesaude.com.br";"VITOR MONDIN DE OLIVEIRA";"PRESIDENTE";"16/05/2016"
"412635";"00307714000147";"ASSOCIACAO VALEPARAIBANA DE ASSISTENCIA MEDICA POLICIAL";"AVAMP";"Autogestao";"AV MARECHAL DEODORO DA FONSECA";"385";"";"JARDIM SANTA CLARA";"Taubate";"SP";"12080000";"12";"36341266";"36213330";"diretoria@avamp.com.br";"FRANCISCO DE MELLO";"PRESIDENTE";"16/11/2000"
"420794";"23779545000143";"ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP";"ASSOREL BRASIL";"Administradora de Beneficios";"AVENIDA HISTORIADOR RUBENS DE MENDONCA";"1856";"14o ANDAR, SALA 1404";"BOSQUE DA SAUDE";"Cuiaba";"MT";"78050000";"65";"30272470";"";"carolline@assorelbrasil.com.br";"CAROLLINE BRONZEADO DE OLIVEIRA MORILHAS";"SOCIA ADMINISTRADORA";"26/01/2017"
"358410";"50949528000180";"ASTRA S/A INDUSTRIA E COMERCIO";"ASTRA S/A INDUSTRIA E COMERCIO";"Autogestao";"RUA COLEGIO FLORENCE";"59";"";"JARDIM PRIMAVERA";"Jundiai";"SP";"13209700";"11";"45837777";"";"joao.storarri@astra-sa.com";"LUIS SERGIO PEREIRA VELOSO";"Diretor Administrativo";"21/12/1998"
"336874";"15245079000198";"ATEMDE ODONTO SAUDE CLUBE DE BENEFICIOS";"ATEMDE ODONTO";"Odontologia de Grupo";"RUA RUI BARBOSA";"120";"ED. REAL SALA 202";"CENTRO";"Simoes Filho";"BA";"43700000";"71";"34832700";"34832711";"contabilidade@atemde.com.br";"ANTONIO CLEITON VIEIRA GURGEL";"DIRETOR PRESIDENTE E ADMINISTR";"17/12/1998"
"422151";"34732056000152";"ATITUDE SAUDE ASSISTENCIA MEDICA LTDA";"ATITUDE SAUDE";"Medicina de Grupo";"AVENIDA VASCO DA GAMA ";"4615";"SALA 401";"FEDERACAO ";"Salvador";"BA";"40230731";"";"";"";"diretoria@planoatitudesaude.com.br";"ELISANGELA SANTOS SOUSA";"REPRESENTANTE JUNTO A ANS";"27/02/2020"
"320510";"69289171000189";"ATIVIA SERVICOS DE SAUDE S/A";"";"Medicina de Grupo";"AVENIDA PREFEITO JOSE CRISTOVAO AROUCA";"35";"";"JD PEREIRA AMPARO";"Jacarei";"SP";"12327707";"12";"39543954";"39543954";"epan01@ativia.com.br";"GILBERTO ANTONIO DUMALAKAS";"DIRETOR PRESIDENTE";"28/12/1998"
